"logFC"	"logCPM"	"PValue"	"FDR"
"ENSG00000112186.11"	-2.59685877181649	2.84577240626151	0.00304620360533586	0.0930439172844121
"ENSG00000179163.11"	2.28525188475721	3.1486686431764	0.0030702464990035	0.0937274328462061
"ENSG00000166503.8"	-4.52811453322051	2.15108720350345	0.0030728568919384	0.0937562780584759
"ENSG00000274895.1"	3.69328274478377	2.37880301296574	0.0030877383342857	0.0941142149242602
"ENSG00000134970.13"	2.21492112385964	4.85590312911789	0.00308793198026591	0.0941142149242602
"ENSG00000223478.1"	-2.59433932274298	4.13134886114755	0.00310131278531272	0.0944708877833383
"ENSG00000232629.8"	-6.88855526167734	1.87622394111837	0.00310305805358776	0.0944729296974667
"ENSG00000085063.14"	-1.91669210025902	8.89526810214524	0.00310719247790956	0.0945476681940339
"ENSG00000087053.18"	-3.70586836281828	2.24294325714007	0.00311280750843923	0.0946673544422309
"ENSG00000054219.10"	-6.11268947930215	1.28731297042618	0.00312850606275903	0.0950934080944353
"ENSG00000143669.13"	2.34906866593554	3.48922403421422	0.00313086514851257	0.0951137570454495
"ENSG00000168610.14"	2.55112761933572	5.44776169024852	0.00313979319111179	0.0953335372746795
"ENSG00000247809.7"	-6.37693955135338	1.46495223994065	0.00314933734562288	0.0955717774647704
"ENSG00000168994.13"	2.82929658974054	3.20381459452601	0.00317541166398051	0.0962646481271533
"ENSG00000274173.1"	3.17818535487146	2.30495317098771	0.003176107414004	0.0962646481271533
"ENSG00000099139.13"	-3.34598337571487	3.59652114211847	0.00317729941947046	0.0962646481271533
"ENSG00000013288.8"	3.06393172078653	2.01454121612712	0.00318285878565734	0.0963812101242651
"ENSG00000155329.11"	-1.84783230082948	5.54280793048855	0.00318940910098367	0.0965276379148785
"ENSG00000129214.14"	4.2552388040622	1.27699519386552	0.00321475921843945	0.097242579625799
"ENSG00000164764.10"	-7.13869918607725	2.07672059311789	0.00322031111599268	0.0973582028209321
"ENSG00000197614.10"	-4.19747012879549	1.901499437691	0.0032318343583107	0.0976541339411617
"ENSG00000136231.13"	-4.19613442741082	1.88971981118119	0.00323952679894993	0.0977780533306633
"ENSG00000256847.1"	6.88219515065752	1.70658909358692	0.00324288322825837	0.0977780533306633
"ENSG00000172828.12"	6.88219515065752	1.70658909358692	0.00324288322825837	0.0977780533306633
"ENSG00000166816.13"	6.88219515065752	1.70658909358692	0.00324288322825837	0.0977780533306633
"ENSG00000112096.16"	3.96375158673125	8.64621378041161	0.00324510012394461	0.0977925167436905
"ENSG00000164125.15"	-3.62868052481303	2.18644034201344	0.00326493899171418	0.098337726410148
"ENSG00000047634.14"	2.50041610400962	4.13206537519217	0.00328567139976741	0.0989092513941746
"ENSG00000242715.7"	-6.16025312308515	1.32527324353114	0.00330396374355625	0.0994067509438867
"ENSG00000123352.17"	-2.65302357870415	3.33208357557035	0.0033144620191161	0.099669343184884
"ENSG00000189060.5"	3.14410092726858	4.72391411611916	0.00334509998462047	0.100536953248393
"ENSG00000168619.15"	-7.16529622344307	2.05049211846872	0.00336341176947707	0.101033371792515
"ENSG00000100926.14"	1.97323830127397	4.23557142784145	0.00338975528983219	0.101770397082946
"ENSG00000215256.3"	2.30120044215607	4.08226294290884	0.00339782271607595	0.101958227162081
"ENSG00000105357.15"	4.5833793823389	1.59803818923839	0.00340261706356125	0.102018209780944
"ENSG00000247373.3"	-6.52667015957493	1.56913161622968	0.00340453481987999	0.102018209780944
"ENSG00000103145.10"	-3.40556703857202	2.44073454253549	0.00340525849001462	0.102018209780944
"ENSG00000280587.1"	7.16854524846102	1.9458019646073	0.0034764680783496	0.104040838668014
"ENSG00000137965.10"	7.16854524846102	1.9458019646073	0.0034764680783496	0.104040838668014
"ENSG00000102048.15"	7.6899230756487	2.40090390747695	0.00348107922601674	0.104117647621528
"ENSG00000044446.11"	2.96686695717596	2.7303096439508	0.00348273374080859	0.104117647621528
"ENSG00000164659.14"	-2.7452401555498	2.76630362941809	0.00351012999376821	0.104880970137576
"ENSG00000116962.14"	3.64674640566619	4.20578199487973	0.0035153890229039	0.104982384226169
"ENSG00000198793.12"	2.11034474766234	3.52481811294344	0.00352239018809547	0.105135689744676
"ENSG00000138796.16"	2.75526945160697	4.95536848416452	0.00352737229719354	0.105228600278705
"ENSG00000172456.17"	2.62445289950031	5.42012268444684	0.00353797046012441	0.105488861817682
"ENSG00000173482.16"	-2.79136175190483	3.33279870555097	0.00356007172840173	0.106091645212768
"ENSG00000227634.2"	6.43870910121124	1.35656431537522	0.00359862848630832	0.10718391184114
"ENSG00000265241.6"	-1.879797491363	6.16465302306021	0.00360725147247665	0.107383927625663
"ENSG00000184012.11"	3.82612476807223	1.99154879125734	0.00360974303115087	0.107401302564786
"ENSG00000112992.16"	2.12538646654906	4.85452502554548	0.00361418546216321	0.107476673122849
"ENSG00000010244.18"	-1.73047792027863	6.45728302903348	0.00362476886554418	0.10773448455548
"ENSG00000083067.22"	4.13858960628514	1.19966998350716	0.00363219075457624	0.107898107729478
"ENSG00000151789.10"	4.81134840964302	1.77960224808526	0.00363602290328363	0.107918367851715
"ENSG00000023287.12"	2.1376944808352	5.40064885030462	0.00363670694073337	0.107918367851715
"ENSG00000116194.12"	6.48052033939286	3.29750326215748	0.00364288980417413	0.10800948945971
"ENSG00000125971.16"	-1.81080042374279	8.33658657841406	0.00364361502289784	0.10800948945971
"ENSG00000138303.17"	-1.87660701722937	4.42394816227504	0.0036527195701796	0.108222390928484
"ENSG00000173599.13"	4.35537435017801	2.48657666148822	0.00366232596264058	0.108449929203012
"ENSG00000180008.8"	-2.23781843495624	3.80634818560327	0.0036702561221178	0.108576239532123
"ENSG00000006611.15"	-6.13532832437799	1.30093481988649	0.00367044896931466	0.108576239532123
"ENSG00000156384.14"	-2.33597573567649	3.43792892860649	0.00367898600867782	0.108771617324843
"ENSG00000116750.13"	1.91676644958367	4.46798114839577	0.00368466778333884	0.108882416549865
"ENSG00000127884.4"	2.51478070526995	7.46843526292384	0.00369227523299425	0.109049973604903
"ENSG00000137434.11"	-2.90210880521123	2.40439393440395	0.0037057569379232	0.109390757895391
"ENSG00000115361.7"	4.26901153777182	1.91500196921788	0.00373785155471033	0.110280334155822
"ENSG00000158869.10"	2.24911860561309	3.08024131147039	0.00376168705136743	0.110925431735268
"ENSG00000105784.15"	6.15926155234442	1.14988275431183	0.00376733377230696	0.111033780127998
"ENSG00000271239.1"	7.65275773952005	2.36777209275803	0.00376962737213702	0.111043241056886
"ENSG00000004478.7"	2.87843397392647	3.13184318083817	0.00378472299142235	0.111429608449863
"ENSG00000174442.11"	-2.47840133169816	3.19886815379521	0.00379835115511573	0.111772389741207
"ENSG00000082438.15"	2.09226808985328	4.65961828401206	0.00380228565669684	0.111829710800645
"ENSG00000169919.16"	2.15694961338617	3.24174583510762	0.0038200014619651	0.112292084751123
"ENSG00000168385.17"	-1.81155866960681	6.22778857074503	0.00383724489790957	0.11274009761901
"ENSG00000152332.15"	2.01973750345789	4.57273544476936	0.00385904054318765	0.113321319404101
"ENSG00000131236.16"	-1.67573894449961	6.41233724462298	0.00387470493824794	0.113721983883624
"ENSG00000157823.16"	-1.73089474400328	5.08425864049602	0.00387753455761357	0.113745728427171
"ENSG00000138670.17"	2.14270156110253	3.81012845214787	0.00389149559494134	0.114095813294809
"ENSG00000111058.7"	2.24160093109034	3.68749804996176	0.00389645626780335	0.114181786925275
"ENSG00000135090.13"	2.58558807906637	3.68259941775748	0.00390318159785592	0.114319355717015
"ENSG00000180098.9"	-2.12462190699517	4.91877559511703	0.00391551895153935	0.11462106517889
"ENSG00000137942.16"	-2.09989884798696	5.53779080881614	0.003927116848961	0.114900825768483
"ENSG00000122420.9"	6.16443977881969	1.15292914360507	0.00393776970772594	0.115152659821827
"ENSG00000198825.12"	-3.6485227827088	2.18481771313438	0.00393993917842101	0.115156280462541
"ENSG00000258512.1"	-6.23484387088672	1.36638494699467	0.00394571055857802	0.115172552460869
"ENSG00000237883.1"	-6.23484387088672	1.36638494699467	0.00394571055857802	0.115172552460869
"ENSG00000061987.14"	2.50727142303622	3.16986884070462	0.00394663375014686	0.115172552460869
"ENSG00000153936.16"	2.76229532942411	3.06754277385669	0.00395276631381095	0.115291748240083
"ENSG00000122140.10"	2.57637766163306	2.66976687313906	0.00395682354846574	0.115350320048567
"ENSG00000196878.14"	-4.29646483274705	2.68266475073278	0.00396367740063572	0.115487304949915
"ENSG00000155189.11"	2.50090999432181	4.00851316695324	0.00396562557455076	0.115487304949915
"ENSG00000233377.1"	7.11487517279709	1.90050976362504	0.00396789793990415	0.11549373253931
"ENSG00000133808.4"	-6.04574664619062	1.24605690699621	0.00397435467606609	0.115621885157513
"ENSG00000171467.15"	3.63595966186977	2.62605039208324	0.00398826047035196	0.115927101164402
"ENSG00000084070.11"	2.70713151139277	2.80287755436517	0.00399497882433589	0.115927101164402
"ENSG00000148123.14"	6.34828384884425	1.2888943097949	0.00399514284651626	0.115927101164402
"ENSG00000258001.1"	6.34828384884425	1.2888943097949	0.00399514284651626	0.115927101164402
"ENSG00000166819.11"	6.34828384884425	1.2888943097949	0.00399514284651626	0.115927101164402
"ENSG00000123684.12"	2.53003065636152	5.72929827482504	0.00399958460216638	0.115996195780398
"ENSG00000275830.1"	6.80531283438725	1.63344923745876	0.00401041299350713	0.116250349455972
"ENSG00000113448.18"	-4.2075200883819	1.91302574729886	0.0040148119281671	0.116317965966192
"ENSG00000150773.10"	-6.36847341681931	1.48026339433132	0.00402143269925844	0.116449851306253
"ENSG00000129682.15"	-6.10422146046366	1.28627742475322	0.00403668370652239	0.116831380920959
"ENSG00000172340.14"	2.12042467066453	5.23448712727448	0.00404636263855362	0.117051331969218
"ENSG00000103550.13"	-1.94747265903766	5.54849478750974	0.00406238534099404	0.117454472522125
"ENSG00000188130.13"	-4.3325680383965	1.99768468822136	0.00406490321941363	0.117466938876002
"ENSG00000144476.5"	3.39471835175317	2.0767683486003	0.00408066755103633	0.117861989969466
"ENSG00000234428.2"	4.23247238504847	1.26248601334161	0.00408790887218759	0.117950104634575
"ENSG00000228716.6"	4.23247238504847	1.26248601334161	0.00408790887218759	0.117950104634575
"ENSG00000095739.10"	-3.4553908589478	2.86232085508028	0.00410510851500837	0.118385693460741
"ENSG00000009954.10"	2.02331398936787	5.12368593657996	0.00411282215424689	0.118547412969288
"ENSG00000106261.16"	1.91936931803921	5.0249730981067	0.00413309810329441	0.119070875910313
"ENSG00000068615.17"	-6.13763518946825	1.31199566700302	0.0041525570260187	0.119570277578348
"ENSG00000115159.15"	-6.99661223411408	1.96402005139928	0.00416548899301527	0.119881325093972
"ENSG00000113300.11"	-6.41428105395573	1.51373694596821	0.0041751299923865	0.120097390220446
"ENSG00000164934.13"	-1.65602262249929	6.25075181625801	0.00419657538250813	0.120652613895572
"ENSG00000135698.9"	-1.69709032062387	5.65933176106117	0.00421413216893666	0.121095529446632
"ENSG00000152601.17"	2.1974830891164	5.06794286761563	0.00421751320056392	0.121126274807268
"ENSG00000213761.4"	3.58932385821633	2.17261299266823	0.00421950553171889	0.121126274807268
"ENSG00000167910.3"	5.85897678010956	4.78285285839445	0.0042269283260541	0.121216476171657
"ENSG00000184661.13"	-4.47652464602677	2.08545487775061	0.00422712731157627	0.121216476171657
"ENSG00000242110.7"	2.84948547356665	4.35109209250416	0.00422910769014148	0.121216476171657
"ENSG00000130529.15"	4.87201228891543	2.39517689970989	0.00423668964370999	0.121371994968634
"ENSG00000123200.16"	1.79211526505323	7.26397779434187	0.00424679577422572	0.121599630986006
"ENSG00000153015.15"	-1.67938564365449	6.4708916465322	0.00426443240426068	0.12204254872041
"ENSG00000198948.11"	2.71690231651333	3.46404206812245	0.00426663412293743	0.12204351355819
"ENSG00000170892.10"	-3.68474967903399	2.23423753069419	0.00426944999156924	0.1220620357417
"ENSG00000119041.10"	-1.81853992522661	5.18440792361463	0.00427190052187519	0.122070099531939
"ENSG00000054654.16"	2.10072862970135	4.9444480718427	0.00429524630487001	0.122674936702206
"ENSG00000213213.13"	-6.19192006086823	1.35012284481177	0.00430432289428236	0.122809553313653
"ENSG00000109089.7"	-6.19192006086823	1.35012284481177	0.00430432289428236	0.122809553313653
"ENSG00000140564.11"	3.07360225798171	3.43294567000414	0.00431964670698675	0.123184332358868
"ENSG00000119703.13"	3.65230039434879	1.85855425801122	0.00433436901527241	0.12354158732999
"ENSG00000151470.12"	-3.58985586078977	2.13264601734844	0.00433944827347848	0.123623766021723
"ENSG00000115112.7"	-6.05428973455864	1.24674994268848	0.00435809513006475	0.124092184702446
"ENSG00000253755.1"	6.15395678801419	1.14683568471234	0.00444735503233157	0.126569745619333
"ENSG00000141522.11"	-4.35088577886946	1.99939368542313	0.00445164830929305	0.126580437147719
"ENSG00000166275.15"	2.20622374541575	5.01373058565486	0.00445405759863992	0.126580437147719
"ENSG00000180875.4"	4.07336591363697	2.56559497843904	0.00445447650666389	0.126580437147719
"ENSG00000058063.15"	2.84843400247513	2.55048632483954	0.00446029083879642	0.126681711497662
"ENSG00000167969.12"	2.02336119542567	4.33099737663531	0.00446947149901747	0.126878446340994
"ENSG00000241058.3"	1.75997767739686	6.30045118964448	0.00447329718020979	0.126923043430216
"ENSG00000266501.1"	-3.53091448040195	2.11080209958031	0.00447559885400832	0.126924375964076
"ENSG00000197114.11"	4.93280717694599	4.11237609747643	0.00447982952291942	0.126980384357353
"ENSG00000122741.15"	2.55677701376339	4.15334880099396	0.00450811348993681	0.1276574173909
"ENSG00000114248.9"	8.68239034275282	3.31792566859133	0.00450866521080994	0.1276574173909
"ENSG00000082014.16"	-6.15852316357307	1.31449107191076	0.00451084270016827	0.1276574173909
"ENSG00000101871.14"	-2.7545683851788	2.98204820282761	0.00451278596997658	0.1276574173909
"ENSG00000093072.15"	-6.56423907017918	1.62865456520825	0.00452903988583288	0.12805285901215
"ENSG00000063854.12"	2.66442106864361	4.32012913915278	0.00458703244854098	0.129627418486806
"ENSG00000185875.12"	3.87297086792598	2.16648978565221	0.00459643457419432	0.129827943544968
"ENSG00000136068.14"	-1.82171646092839	5.7327490299545	0.00460986728312064	0.130142055651309
"ENSG00000143632.14"	-4.73590512550147	2.32157868395923	0.00461643931072354	0.130205170193588
"ENSG00000115423.18"	4.08701547611869	1.7721757255666	0.00461672889535823	0.130205170193588
"ENSG00000170608.2"	3.63323855567077	3.75884434421441	0.00464533827348707	0.130946433364751
"ENSG00000168675.18"	2.83795193856352	4.6861944650569	0.00468934008543386	0.132065653580647
"ENSG00000140876.11"	2.45925800932611	2.65121230856155	0.00468973480730667	0.132065653580647
"ENSG00000116691.10"	-6.00790958493918	1.21866852835404	0.00470735788165878	0.132372241528451
"ENSG00000101210.10"	-6.00790958493918	1.21866852835404	0.00470735788165878	0.132372241528451
"ENSG00000137871.19"	2.62213461408979	3.94055628130237	0.00470767639919632	0.132372241528451
"ENSG00000169375.15"	2.35231163287628	2.57129727642947	0.00471369762845497	0.132431199474857
"ENSG00000162734.12"	-2.52573207664127	2.6049038309307	0.00471447824325605	0.132431199474857
"ENSG00000105518.13"	2.52747666475952	5.72111523992012	0.00472063357488844	0.132537967995609
"ENSG00000264697.1"	6.38329679452632	1.30908422741884	0.00472778375608512	0.132672547847108
"ENSG00000163428.3"	2.50009134048956	3.0684285030277	0.00473400398338631	0.132761503233466
"ENSG00000256340.8"	4.43523761342183	1.48350396654523	0.00473567048288065	0.132761503233466
"ENSG00000120137.6"	1.74769386149871	4.83016720495185	0.00474043144151835	0.13282882386132
"ENSG00000156261.12"	-1.91380501501771	7.56819474760898	0.00475316040880736	0.133082938962217
"ENSG00000072210.18"	2.18752176698266	5.97315079929986	0.00475422859419499	0.133082938962217
"ENSG00000274605.1"	2.22212430587968	3.19990973045256	0.0047604703675307	0.133191430616007
"ENSG00000205423.11"	-2.97037489885133	2.13100197768394	0.00477338282217515	0.133486358275562
"ENSG00000163827.12"	3.50006652220716	2.03726346500835	0.0047849628290201	0.133743750016896
"ENSG00000105281.12"	-4.09210193676545	1.81137624105752	0.00479005454587759	0.133819623102276
"ENSG00000169255.13"	-6.02206658356006	1.23217589706959	0.00480352137675293	0.134116103952576
"ENSG00000213096.10"	-2.48209140936325	3.196592878941	0.00480543196618312	0.134116103952576
"ENSG00000135245.9"	-1.87539821492493	4.25850714141482	0.004814941874591	0.134314927129014
"ENSG00000204387.12"	-1.75225906732358	5.09531111145511	0.00482034761346362	0.134399122439182
"ENSG00000135862.5"	-2.15993046667183	4.44487250598508	0.00483379890444649	0.134707446400003
"ENSG00000101052.12"	-2.32508069359491	3.62629868178055	0.00485223273056994	0.135154248937147
"ENSG00000171984.14"	-2.39197707717279	3.00025271691689	0.00486358045011121	0.135403330503516
"ENSG00000158716.8"	2.46917414250268	2.8587608524001	0.00486936572117407	0.135497382373728
"ENSG00000204178.9"	2.23520991496615	4.66936473878268	0.0048894751024317	0.135989734160666
"ENSG00000164342.12"	6.59890776270473	1.48077564082873	0.00490643814240944	0.13639413449415
"ENSG00000123643.12"	-5.94470498123045	1.17607971830044	0.00492046598712794	0.136607475864533
"ENSG00000237686.6"	-5.94470498123045	1.17607971830044	0.00492046598712794	0.136607475864533
"ENSG00000224531.5"	2.82630219013754	2.49888550844322	0.00492290040731393	0.136607475864533
"ENSG00000159399.9"	-4.10674805099195	1.8215448177525	0.00492381945409088	0.136607475864533
"ENSG00000227355.2"	6.16987513252316	1.15597483910133	0.00497410397765701	0.137866684005045
"ENSG00000174125.7"	6.16987513252316	1.15597483910133	0.00497410397765701	0.137866684005045
"ENSG00000141401.11"	3.38804574986959	1.71913792899389	0.00498827717490958	0.1380497625765
"ENSG00000164744.12"	-6.52322333221943	1.59807771850556	0.00498868082829068	0.1380497625765
"ENSG00000142002.16"	2.28784291387448	2.7835536176116	0.0049898374284922	0.1380497625765
"ENSG00000185567.6"	-6.22126986417505	1.37436963983474	0.00499297100182533	0.1380497625765
"ENSG00000143195.12"	-6.22126986417505	1.37436963983474	0.00499297100182533	0.1380497625765
"ENSG00000158825.5"	3.35255250835196	3.93125926839253	0.00501671452576108	0.138638149631158
"ENSG00000171004.18"	-5.92056170826592	1.16159725201618	0.00503349230588628	0.138904959955049
"ENSG00000174307.6"	-5.92056170826592	1.16159725201618	0.00503349230588628	0.138904959955049
"ENSG00000133398.3"	-1.81543569149433	4.5617096100061	0.00503377184211712	0.138904959955049
"ENSG00000170545.16"	-2.75211162264726	3.30998475970397	0.00503959914209149	0.138997625921488
"ENSG00000233527.8"	-3.48337506132779	2.0540948914551	0.00505698893069974	0.13940895096762
"ENSG00000145685.13"	-4.10635913769039	1.83643949413954	0.00507822008644377	0.139890432412421
"ENSG00000250348.1"	-6.35199981602375	1.44200709125844	0.00507942450839337	0.139890432412421
"ENSG00000188738.14"	-4.18605336704181	1.88972375121824	0.00509236308254509	0.140123236078316
"ENSG00000121766.15"	-1.70977695861877	6.09633132369519	0.00509285596817071	0.140123236078316
"ENSG00000147813.15"	3.72361725227912	1.50704049485455	0.00509890694951259	0.140176097153185
"ENSG00000118680.12"	-2.1489276004116	9.70846166572102	0.00509975746486636	0.140176097153185
"ENSG00000214954.8"	-3.62846286648321	2.18247289236788	0.0051030351284538	0.140197733765764
"ENSG00000112282.17"	-3.41831188306718	2.01425916142644	0.00511694055112231	0.140511187533819
"ENSG00000213186.7"	-2.81502748241029	2.61353521106029	0.00513082225774731	0.140823684717391
"ENSG00000163902.11"	2.20640204210362	6.03788132856744	0.00514136913678675	0.14104439221108
"ENSG00000135679.22"	-2.38013438523917	6.69207792018822	0.00515931104659073	0.141440981532795
"ENSG00000169032.9"	2.72121974601979	3.61634382548961	0.00516085083524346	0.141440981532795
"ENSG00000139514.12"	-4.51266940409464	2.15707225863641	0.00516600041407662	0.141513217182295
"ENSG00000206573.8"	-1.84630103831403	4.68022599705459	0.00519878099737817	0.14234191570302
"ENSG00000127946.16"	3.34802687931493	2.38279131009601	0.00520918994131737	0.142557573829158
"ENSG00000023909.9"	1.96167212345139	3.5759131926127	0.0052157305318934	0.142667210316752
"ENSG00000115539.13"	-1.65446734785286	5.45771164440674	0.00522831153220465	0.142890080451292
"ENSG00000105928.13"	-4.04983473338605	1.79307965693994	0.00522895503401241	0.142890080451292
"ENSG00000115840.13"	-6.07822647963379	1.26068987493143	0.00523621099007543	0.143018935111264
"ENSG00000108389.9"	2.28643820126137	2.85408813935904	0.00524302204759189	0.143135518974341
"ENSG00000187889.12"	1.64577199523512	5.2529329713786	0.00524601248956552	0.14314773682749
"ENSG00000117226.11"	-1.96931696365334	4.56194449747082	0.00524966461455206	0.143177989412296
"ENSG00000168874.12"	6.28323044530412	1.23584888881101	0.00525539817821309	0.143264953823801
"ENSG00000125652.7"	2.06157208897566	3.32078713947989	0.0052767239052882	0.143763930860995
"ENSG00000178075.19"	2.85818250940925	3.08831738648467	0.00527880988914566	0.143763930860995
"ENSG00000224078.13"	-1.88799307643475	5.13201144407545	0.00528141852881156	0.143765422264211
"ENSG00000119203.13"	-1.84949815689762	5.45837476108805	0.00530855705386316	0.144434317174054
"ENSG00000189419.6"	6.51841848932034	1.4185973669088	0.00532876075609643	0.144913975479679
"ENSG00000126821.7"	3.05714140364672	3.45595754507829	0.00535682880004355	0.145606935606399
"ENSG00000132330.16"	4.56865600948035	2.33620400461609	0.0053597111654676	0.145614971350226
"ENSG00000279602.1"	4.879555882546	1.72428660795167	0.00537832251112479	0.146050124996984
"ENSG00000198796.6"	-2.20373974931941	4.34862314865767	0.00540190965581469	0.146562250660835
"ENSG00000271980.1"	-4.15969117010732	1.87827515386209	0.00540238875386339	0.146562250660835
"ENSG00000115425.13"	2.78767759207763	3.95679229589832	0.00543216877339202	0.147299169923197
"ENSG00000013375.15"	-1.95074809677376	6.48064911223544	0.00545593825247302	0.147872475708456
"ENSG00000125868.15"	-1.68676405830819	6.99510515340481	0.00547150845673467	0.148223111431648
"ENSG00000013523.9"	4.47245462592946	1.42140724831619	0.00549301374379073	0.148734113842815
"ENSG00000144677.14"	2.39343007462298	3.17009140916597	0.00549964130774299	0.148841975065758
"ENSG00000171298.12"	2.65182778671086	3.6840775258148	0.00550716675322745	0.14897402116263
"ENSG00000138802.11"	2.09503097348534	3.31461495231053	0.00551447972608751	0.149100195591087
"ENSG00000115839.17"	-1.71551048224462	5.25538060921077	0.00552722188787667	0.149333777147184
"ENSG00000205360.6"	6.57016654385562	1.44869494540664	0.00552842434360813	0.149333777147184
"ENSG00000231789.2"	-6.11363551061002	1.29865760752012	0.00556652623139537	0.150290868654168
"ENSG00000126775.8"	-2.27423617895259	4.19392831881586	0.00557242107772626	0.150377900157452
"ENSG00000165169.10"	-1.64006724715441	6.55496338671208	0.00558230514602203	0.150572450208442
"ENSG00000178980.14"	-1.70456391234459	7.52072841300762	0.00559157798899434	0.150666129539365
"ENSG00000109062.11"	2.23922784639215	4.38440661497956	0.00559322338927226	0.150666129539365
"ENSG00000138079.13"	-6.28097127796776	1.39257745797249	0.00559380759130394	0.150666129539365
"ENSG00000115486.11"	1.90852225314076	5.70423333672662	0.0056089411235555	0.151001493385131
"ENSG00000143819.12"	6.87764437563521	1.70415948902787	0.00562627443886459	0.151323395598187
"ENSG00000176402.5"	6.87764437563521	1.70415948902787	0.00562627443886459	0.151323395598187
"ENSG00000159461.14"	1.77548697820021	4.43372806797275	0.00563724615524733	0.151546083007325
"ENSG00000108559.11"	1.99058205203358	3.97126088141404	0.00564150184110304	0.15158809696478
"ENSG00000151715.7"	2.02981761811502	4.64435623168503	0.00565532387286845	0.151886997507339
"ENSG00000147027.3"	3.49194842546104	2.70079909617011	0.00566218066752572	0.15199863439057
"ENSG00000223908.5"	-2.15220735099867	3.98473322753013	0.00566602457150384	0.152029323738639
"ENSG00000092841.18"	-2.2395555303633	12.5351952854722	0.00568975331670185	0.152593274634158
"ENSG00000135916.15"	-3.47306005032682	2.06147983738915	0.00569744038194253	0.152726672105091
"ENSG00000116096.5"	2.0883623364025	3.48759489340711	0.00570324014858523	0.152809375385202
"ENSG00000134363.11"	2.92196978563338	2.19179196063668	0.00572840467044625	0.153410601386028
"ENSG00000213793.5"	-4.07275077256941	1.80697977123233	0.00573270549278704	0.153452777130509
"ENSG00000135720.12"	-2.39485401802182	4.76690860378776	0.00575040219995675	0.153853322738672
"ENSG00000134369.15"	-6.16850025021818	1.33706652734465	0.00577073675099768	0.154324030367654
"ENSG00000079691.17"	-2.38070230551232	3.14379335177692	0.00578751541282854	0.154699242703873
"ENSG00000162814.10"	-4.59429743728394	2.2077254554126	0.00579208046172881	0.154747786156668
"ENSG00000235211.4"	-4.04063344276704	1.77379797774153	0.00584445453499106	0.156018840288505
"ENSG00000227591.5"	6.43313978362843	1.35375118378463	0.00584519805603639	0.156018840288505
"ENSG00000086619.13"	2.67540757462789	2.41894507350975	0.00584797165331084	0.156018894919349
"ENSG00000143630.9"	7.31491361368427	2.07187919627132	0.00588259618420617	0.156868302698966
"ENSG00000138449.10"	2.15005313447013	5.55423701172078	0.00588674291302263	0.156904554357378
"ENSG00000204941.13"	-9.04880953728153	3.73741957687488	0.00590959116359077	0.157439003962146
"ENSG00000183323.12"	-1.77016808988775	4.90890127661244	0.00592422324329819	0.157754162268205
"ENSG00000256288.1"	-6.73521695381556	1.76157395806858	0.00595304152334683	0.158446603533694
"ENSG00000113742.12"	1.78878075815985	4.85305858225969	0.00596121710441579	0.158589222334063
"ENSG00000106823.12"	2.79243592595281	3.70655726685005	0.005984999190343	0.159146697884732
"ENSG00000146242.8"	-4.00282052459008	1.74584474810919	0.00600384943478023	0.159572566681815
"ENSG00000080493.15"	3.31945318155226	3.09195691010209	0.00601318854809549	0.159732614875049
"ENSG00000106351.12"	3.75045975477697	2.12316303906083	0.00601554622306687	0.159732614875049
"ENSG00000000457.13"	3.4797582058709	1.3966350013654	0.00605310616461618	0.160654175070598
"ENSG00000149809.14"	2.84226709965384	2.26077935078471	0.00607780152653971	0.161233591580349
"ENSG00000168303.6"	2.03929697479969	3.72480588251814	0.00608865661915357	0.161445476713147
"ENSG00000077092.18"	-4.54379377164117	2.16755267226734	0.00610413850974392	0.161779787725525
"ENSG00000165410.14"	1.66038949533379	6.39274509369777	0.00610845615696663	0.161818034091352
"ENSG00000178307.9"	-2.31510787101284	3.20395806402021	0.00611598873313896	0.161941370533674
"ENSG00000198039.11"	-4.0182704056374	1.75640004806599	0.00613086587324554	0.162183758199552
"ENSG00000114956.19"	-1.64569364471898	5.78883118389614	0.00613090504056716	0.162183758199552
"ENSG00000196912.12"	-2.60971532420583	2.44504305618013	0.00615140339781108	0.162649577958187
"ENSG00000125850.10"	-6.01900205537078	1.2191143242712	0.00618409356971861	0.163360478329502
"ENSG00000266970.1"	-6.01900205537078	1.2191143242712	0.00618409356971861	0.163360478329502
"ENSG00000112367.10"	-5.99356079690451	1.20483871684271	0.00619583529210745	0.163593881847376
"ENSG00000104331.8"	2.59093129995507	3.93761815069652	0.00620372469383934	0.163725398120158
"ENSG00000025796.13"	2.02344599439097	6.34212181155103	0.00623039879610769	0.164326346607048
"ENSG00000092148.12"	1.78338504550513	5.18771583891486	0.00623516557817636	0.164326346607048
"ENSG00000213465.7"	-3.06642294756777	2.79192690160711	0.00623525263092488	0.164326346607048
"ENSG00000151414.14"	3.01344551090512	2.38905544117041	0.00625969835465063	0.164893401721267
"ENSG00000109762.15"	2.88594463148618	1.88173650859555	0.00627637615370845	0.165255398887142
"ENSG00000148396.18"	2.49132901651904	3.85839389764006	0.00634181359682431	0.166674279850328
"ENSG00000162733.16"	3.89662071563604	1.03946560571382	0.00634210838717784	0.166674279850328
"ENSG00000090539.15"	3.89662071563604	1.03946560571382	0.00634210838717784	0.166674279850328
"ENSG00000179981.9"	3.89662071563604	1.03946560571382	0.00634210838717784	0.166674279850328
