"logFC"	"logCPM"	"PValue"	"FDR"
"ENSG00000131620.17"	9.00697038993502	3.62550629585715	9.01888521882923e-06	0.000764608592806557
"ENSG00000101670.11"	3.853895716831	3.40748298727818	9.05255712325297e-06	0.000766309170134255
"ENSG00000116133.11"	2.82501047275744	6.24709535882946	9.0795289326704e-06	0.000766516620032143
"ENSG00000197165.10"	6.25370278655478	2.9450961365036	9.08224087473468e-06	0.000766516620032143
"ENSG00000120054.11"	4.72101816068455	4.64873557306698	9.1755484133465e-06	0.000773232255737297
"ENSG00000258604.1"	7.75541964782003	2.45372835654737	9.21296323948609e-06	0.00077522472293033
"ENSG00000075213.10"	-4.16464269536461	3.44572164803951	9.2461648197834e-06	0.000776857248059801
"ENSG00000128524.4"	-3.01301115761874	5.5537295197313	9.29227855235588e-06	0.000779568161770149
"ENSG00000134058.11"	-2.89519458529028	6.04764703907245	9.34667812223746e-06	0.000782965106451061
"ENSG00000104435.13"	-7.7984733249858	2.59629858701933	9.50930926193631e-06	0.00079540497218749
"ENSG00000095203.14"	4.53549015369343	4.08001674051637	9.62450479989363e-06	0.000802129638358208
"ENSG00000261183.5"	-7.59053338446767	2.4222301413348	9.63113220104203e-06	0.000802129638358208
"ENSG00000187098.14"	-4.5096380156317	4.25317231815587	9.63245226813545e-06	0.000802129638358208
"ENSG00000130303.12"	5.42214378627297	2.92435805420913	9.83191459238467e-06	0.000817530233602821
"ENSG00000204949.8"	7.03058191383964	4.52362375611844	9.88173155691573e-06	0.000820437231931985
"ENSG00000147257.13"	-5.83990324589314	6.76762016090293	9.89602402575486e-06	0.000820437231931985
"ENSG00000117228.9"	2.88994938976724	4.70040492160109	9.93669364454415e-06	0.00082259749313577
"ENSG00000232079.6"	-7.52168777879365	2.36539569109887	9.96516897188409e-06	0.000823134922616006
"ENSG00000172399.5"	-7.72924161425995	2.5462229224219	9.97243027062185e-06	0.000823134922616006
"ENSG00000129691.15"	-2.91092847363303	4.84890557103732	1.00151001876619e-05	0.000825446610342679
"ENSG00000115884.10"	3.23850471531022	4.83280580325341	1.02165703579135e-05	0.000840820753155006
"ENSG00000248709.1"	10.0065228251238	4.59684920790098	1.03175888630427e-05	0.000847894934112789
"ENSG00000169136.10"	6.60605407151023	5.40277333131635	1.04709422065699e-05	0.000859243075268864
"ENSG00000102910.13"	2.96829720124081	6.17838882047666	1.05606874463601e-05	0.000864204101016586
"ENSG00000198899.2"	2.98992424059577	12.6029638132294	1.05621022418313e-05	0.000864204101016586
"ENSG00000185222.8"	-3.09604775135542	7.7843646202336	1.06751634220428e-05	0.000872187190881068
"ENSG00000120341.18"	5.7810526791904	2.58677022773898	1.07744897584282e-05	0.000879026597059707
"ENSG00000146233.7"	7.37050029984562	3.99162626898235	1.08810403049228e-05	0.000886434735000025
"ENSG00000197321.14"	-2.81997088439038	5.44019897731833	1.10294853348541e-05	0.000896452615009344
"ENSG00000091656.15"	8.5196885164166	3.15588259340572	1.10358599151133e-05	0.000896452615009344
"ENSG00000165828.14"	5.06986854922724	6.81802197792718	1.10964228159172e-05	0.000900073385556809
"ENSG00000231205.11"	-4.07674610883247	4.5870078619163	1.12368603759591e-05	0.000910153354163834
"ENSG00000264569.1"	5.91692570691701	2.71319376428253	1.13112497822785e-05	0.00091486233332443
"ENSG00000269837.1"	-4.72633896259321	3.07399854469483	1.15464461790127e-05	0.000932545329634376
"ENSG00000185716.11"	5.74651515214938	2.55587400771538	1.1779406924628e-05	0.000949997355312437
"ENSG00000064225.12"	3.55972986812488	4.10584732785117	1.18526248908659e-05	0.00095453478252005
"ENSG00000240498.6"	-7.77426970430993	2.58573280688118	1.2035440580745e-05	0.000967872938016971
"ENSG00000121410.11"	3.75224625895215	5.80742984657033	1.21519278737624e-05	0.000975846613120834
"ENSG00000115738.9"	2.63397878883225	6.6035881971886	1.21924037852867e-05	0.000977702259665444
"ENSG00000092531.9"	-2.88607337500439	5.15688940742706	1.22332874858894e-05	0.000979585280857995
"ENSG00000114113.6"	-7.39145198815052	4.68498883752678	1.28825677921068e-05	0.00103011134761516
"ENSG00000242612.6"	3.43130749801461	3.80606045937133	1.3028769716072e-05	0.00104032416117283
"ENSG00000151790.8"	3.54893732309984	8.14017931427266	1.30547300405329e-05	0.0010409205639826
"ENSG00000205622.9"	9.98498985450535	4.57180257130004	1.31221029776033e-05	0.0010448126491064
"ENSG00000099377.13"	5.08665706062232	2.62767690539271	1.35436119524613e-05	0.00107685105598857
"ENSG00000213943.3"	-3.78030804864351	3.81808108404917	1.36536790535076e-05	0.00108407130459676
"ENSG00000114770.16"	-5.64657326731436	3.08478406526552	1.38378323428708e-05	0.00109714520574257
"ENSG00000251165.5"	7.4877419130279	2.21494486278974	1.40262563931901e-05	0.00110971030817319
"ENSG00000106066.14"	-3.23957363720109	4.82667651927621	1.403573693744e-05	0.00110971030817319
"ENSG00000140950.15"	-7.47868923529555	2.32907045238965	1.40866505143342e-05	0.00111217365694729
"ENSG00000137414.5"	4.69782345717622	3.97930000715259	1.43533824082186e-05	0.00113164559650679
"ENSG00000072422.16"	-4.21238115980951	3.76535499083786	1.45060465725792e-05	0.00114208234924504
"ENSG00000214313.8"	7.68103094381516	2.38714752793211	1.46207531162377e-05	0.00114950566364856
"ENSG00000196154.11"	-2.9084302554411	5.16982026588715	1.49528938571922e-05	0.00117397943361635
"ENSG00000253368.3"	-7.4590883302691	2.31662651007288	1.5066894885103e-05	0.00118128233115195
"ENSG00000240602.7"	8.27460469443582	2.93136955518001	1.51361945821868e-05	0.00118506509264957
"ENSG00000189143.9"	-4.924613821615	3.26107666191445	1.6024705590428e-05	0.0012528871552805
"ENSG00000073060.15"	3.35145860334041	3.84797628788695	1.61787093738242e-05	0.00126317349068057
"ENSG00000176788.8"	-4.0733878715068	3.36645842481374	1.62872195814164e-05	0.00126988428240536
"ENSG00000140367.11"	-3.58123265357954	3.65617139102716	1.64576992764627e-05	0.00128140147354069
"ENSG00000251685.3"	8.69467623520685	3.32727012233771	1.66034344313685e-05	0.00129096289287987
"ENSG00000270906.1"	3.3930806515631	3.81761707504184	1.69235257635743e-05	0.00131403591146053
"ENSG00000213719.8"	-2.67659694567711	6.03509178317829	1.69987827795572e-05	0.00131806126585346
"ENSG00000143387.12"	-5.99573484615698	4.21806951522295	1.75588615374384e-05	0.00135740235142239
"ENSG00000161944.16"	4.08153864549822	7.20204531464684	1.75600474732309e-05	0.00135740235142239
"ENSG00000149591.16"	-4.38398391686702	3.26610379719873	1.75784966902976e-05	0.00135740235142239
"ENSG00000204219.9"	3.70732220546589	4.39606230974934	1.7708539369156e-05	0.00136557096809301
"ENSG00000188641.12"	4.29809054818415	3.65207094766975	1.80429354923566e-05	0.00138945412814122
"ENSG00000196850.5"	4.94267034485365	2.50216052925621	1.81165525409467e-05	0.00139321733905398
"ENSG00000121552.3"	7.07549485476231	3.82216789256508	1.8314538690411e-05	0.00140652159140424
"ENSG00000149124.10"	12.0233618520878	6.59271350878116	1.83886787881841e-05	0.00140984620770164
"ENSG00000140107.10"	8.0922166116448	2.7621138986543	1.84079186161815e-05	0.00140984620770164
"ENSG00000129521.13"	-5.73074582202134	3.15127650458775	1.84366405455077e-05	0.00141012745411449
"ENSG00000171174.13"	3.56955620674076	3.22025524341555	1.85272909551356e-05	0.00141513811361933
"ENSG00000260314.2"	7.03692821173123	3.78465658765694	1.86860117735788e-05	0.00142532745361798
"ENSG00000103187.7"	-5.59210970182949	3.03699687917353	1.87463776952485e-05	0.00142799707658812
"ENSG00000128591.15"	-7.46656271576781	2.3181281549951	1.88460553807009e-05	0.0014336499939808
"ENSG00000129657.14"	-4.90659175049981	3.75036604380675	1.8976356675941e-05	0.00144161409765013
"ENSG00000108039.17"	-3.05920511346461	4.3880817405255	1.90353853433589e-05	0.00144414952443896
"ENSG00000144649.8"	7.71150993042906	2.41161396884824	1.93056578167508e-05	0.00146268290104758
"ENSG00000143878.9"	3.84421193920131	3.70679268353991	1.96314644514656e-05	0.00148467763337283
"ENSG00000240541.2"	-7.35441236698457	2.22915460633489	1.96601916674365e-05	0.00148467763337283
"ENSG00000185187.12"	3.35057812433207	4.42218640951157	1.96750841933479e-05	0.00148467763337283
"ENSG00000253227.1"	-7.53843145463716	2.37689878103929	1.98736838128706e-05	0.00149431865080554
"ENSG00000184697.6"	-7.40428087636413	2.2715578118417	1.98824839581004e-05	0.00149431865080554
"ENSG00000185070.10"	-7.40428087636413	2.2715578118417	1.98824839581004e-05	0.00149431865080554
"ENSG00000145826.8"	10.1605838962152	7.48939604146378	2.00480746611909e-05	0.00150475502253656
"ENSG00000205361.8"	9.64462754902697	4.23834187348084	2.01159938380053e-05	0.00150784239829938
"ENSG00000089327.14"	-3.8850710994438	3.70355196155095	2.02287663886457e-05	0.00151427918393089
"ENSG00000130021.13"	-3.58382574746871	4.49187501620463	2.06731371272166e-05	0.00154548859004303
"ENSG00000138735.15"	-6.02810895991688	3.42688158898863	2.13057237836223e-05	0.00159066725325126
"ENSG00000166963.12"	-7.65608522719354	2.48529649583175	2.14213676162923e-05	0.00159718284400523
"ENSG00000166415.14"	3.80162210088446	3.69791003472309	2.1474598418191e-05	0.0015990338211048
"ENSG00000131187.9"	3.66563874477723	4.87208465785911	2.15358465809894e-05	0.0016014761051303
"ENSG00000197085.11"	-7.60723619517489	2.43347973025855	2.19652497205889e-05	0.0016312530376268
"ENSG00000157087.17"	5.19129197468772	2.78102939808034	2.20381406793858e-05	0.00163450995160035
"ENSG00000121310.16"	3.5184133082236	4.82171941024951	2.22007957679785e-05	0.00164440710021949
"ENSG00000136167.13"	-3.71288069557753	8.14084463805185	2.22999357480818e-05	0.00164957987262387
"ENSG00000162909.17"	-3.04043752430536	5.40381313452815	2.25535495099057e-05	0.00166615086950278
"ENSG00000114771.13"	5.94866344306125	7.87376441500391	2.2703388282036e-05	0.0016750220662656
"ENSG00000204389.9"	4.95850819860404	4.10077113488959	2.29143836287759e-05	0.00168837617488833
"ENSG00000016391.10"	3.52841093312347	3.18465233709972	2.3294547544001e-05	0.00171414374496006
"ENSG00000069667.15"	3.20755941090841	4.02991421039365	2.33745759683507e-05	0.00171778721277594
"ENSG00000142396.10"	-2.90719629270408	4.55734231380239	2.3611938497895e-05	0.0017329685187249
"ENSG00000114166.7"	5.32209393517296	2.12152592067981	2.38918056736343e-05	0.00175122580310664
"ENSG00000214274.9"	5.49398277863881	12.1104502879951	2.41563895202438e-05	0.00176831682088828
"ENSG00000150938.9"	-3.37053556049156	4.28657595200074	2.42132341042675e-05	0.00176861856088948
"ENSG00000159251.6"	-7.30213057889756	2.18517132707777	2.42233476710388e-05	0.00176861856088948
"ENSG00000125266.6"	-5.54837715921159	2.99883884256225	2.44792684910825e-05	0.00178498893933744
"ENSG00000186951.16"	3.128341550176	4.38213493589814	2.4834899091613e-05	0.00180857823358884
"ENSG00000172955.17"	5.47806819512348	6.38954790101945	2.49874702117827e-05	0.00181733806283189
"ENSG00000198727.2"	2.90022529365614	14.363025554351	2.50340596466485e-05	0.00181837718669521
"ENSG00000165046.12"	-7.32000568923655	2.20127055979065	2.52405047291461e-05	0.00183100996484255
"ENSG00000099769.5"	8.05725701805756	2.72466011929501	2.53666273441303e-05	0.00183719867028385
"ENSG00000198938.2"	2.89865758249982	13.6567099948903	2.53910888650602e-05	0.00183719867028385
"ENSG00000162365.11"	8.38474265981783	5.11751847620745	2.54877250710758e-05	0.0018418235011888
"ENSG00000188257.10"	9.61874759244058	8.54987993000548	2.56753620252858e-05	0.0018530040442172
"ENSG00000173535.13"	-8.02288248060959	2.80446729552574	2.57346635824852e-05	0.00185490578367329
"ENSG00000244509.3"	-3.26562919136336	5.34880822649609	2.57777553411629e-05	0.00185563578186711
"ENSG00000137285.9"	-4.61095400609989	2.96704903219078	2.58201952355476e-05	0.00185631705031249
"ENSG00000243694.2"	4.98870428337779	2.53900215170001	2.64343668269576e-05	0.00189804822932388
"ENSG00000113889.11"	7.48802631001338	10.6820344525323	2.65892546790404e-05	0.00190673746961429
"ENSG00000149150.8"	3.75758660515177	3.44796565212557	2.69720857175572e-05	0.00193172979808963
"ENSG00000155657.26"	-4.19796217142225	3.11263675087284	2.70652604106374e-05	0.00193593990380687
"ENSG00000101695.8"	4.86720707572015	2.43608934693469	2.72808653448653e-05	0.00194854267017637
"ENSG00000047346.12"	3.26343207526369	3.7571753074717	2.73106810219593e-05	0.00194854267017637
"ENSG00000171557.16"	3.37534215454441	14.8794997410457	2.76716406884789e-05	0.00197179704971714
"ENSG00000198732.10"	7.9951684809985	2.66771623153767	2.77462101604754e-05	0.00197461113598438
"ENSG00000110169.10"	3.0782191797995	10.2491538742118	2.78129998617975e-05	0.00197686515305576
"ENSG00000119655.10"	-2.65529150153169	8.91665169994607	2.79708335202635e-05	0.00198557645820453
"ENSG00000125827.8"	4.5514210503941	3.96731624099816	2.89239491220074e-05	0.00205064970771431
"ENSG00000114503.10"	-3.06203272057037	5.48894045316407	2.92609347285932e-05	0.00207193182223484
"ENSG00000164111.14"	-3.20641564942669	9.27562285578069	2.96385107826966e-05	0.0020960310144351
"ENSG00000109819.8"	3.20587910384764	4.68104151354075	3.00412451139028e-05	0.00212184668908021
"ENSG00000158571.10"	7.62945862598274	4.36920027397698	3.02339168397605e-05	0.00213277929907348
"ENSG00000141504.11"	2.50831181789672	5.5277890293305	3.040555313755e-05	0.00214220250659837
"ENSG00000176641.10"	3.60626048817457	4.28246409078807	3.06642384834633e-05	0.00215034257505713
"ENSG00000260604.2"	-7.56833940514186	2.41173235702804	3.06738864116476e-05	0.00215034257505713
"ENSG00000257894.2"	-7.56833940514186	2.41173235702804	3.06738864116476e-05	0.00215034257505713
"ENSG00000135338.13"	-7.56833940514186	2.41173235702804	3.06738864116476e-05	0.00215034257505713
"ENSG00000007908.15"	7.50471830360428	2.22834563507535	3.07987498355669e-05	0.00215251406853533
"ENSG00000164406.7"	4.47589311136654	8.58407552807572	3.07999389844016e-05	0.00215251406853533
"ENSG00000189377.8"	-4.18659863123098	3.45588190139945	3.08195750668728e-05	0.00215251406853533
"ENSG00000197256.10"	3.85377768892267	3.37018049434849	3.16073643490144e-05	0.00220479970421198
"ENSG00000075234.16"	3.30093978514924	4.070777672733	3.16631668993065e-05	0.0022059587305231
"ENSG00000251363.2"	-7.40673935582328	2.27513565841708	3.17033547639179e-05	0.00220602836801635
"ENSG00000168306.12"	4.64503975957529	4.97834496865562	3.18189368543935e-05	0.00221133754610416
"ENSG00000111802.13"	-3.02705932895842	6.46913572596079	3.1999163982662e-05	0.0022211207621159
"ENSG00000162174.12"	-3.20115044407305	4.04645044760183	3.21505889944442e-05	0.00222888313579341
"ENSG00000066583.11"	3.94237922146933	3.02915976224942	3.21986155439291e-05	0.00222946699239164
"ENSG00000172831.11"	4.78047114894471	5.24549012702755	3.24158678957069e-05	0.00224175239736244
"ENSG00000093134.14"	7.45958590280598	2.18883242498556	3.29827034135817e-05	0.00227815377087209
"ENSG00000139597.17"	4.97247286355119	3.04343862111529	3.31106949906854e-05	0.00228419160920423
"ENSG00000187608.8"	-2.89463981475726	6.61775474861562	3.32822606311133e-05	0.00229321701065761
"ENSG00000240065.7"	7.63873250917145	2.35001755372834	3.38727427480177e-05	0.00233104927568968
"ENSG00000167711.13"	3.83132505494238	6.29136433684033	3.44434641299808e-05	0.00236743092340538
"ENSG00000134532.15"	5.5156797696156	3.00061241403905	3.4508412580484e-05	0.00236900252365023
"ENSG00000089220.4"	2.92429643483262	9.32355791056733	3.48937911419224e-05	0.00239254102893086
"ENSG00000111276.10"	4.19497715478455	2.99431875801466	3.54157564635956e-05	0.00242537612969001
"ENSG00000162882.14"	5.89132767997631	4.57848829762328	3.56500882603187e-05	0.00243845737355786
"ENSG00000171617.13"	-3.21639748740466	4.5200987650073	3.6083778061863e-05	0.0024651263573258
"ENSG00000141338.13"	5.766836313979	3.3163992612984	3.62866543235942e-05	0.00247598137192495
"ENSG00000219626.8"	-5.23755003459029	2.72604730915929	3.64680329034756e-05	0.00248534500754885
"ENSG00000145730.20"	-4.13570784983355	3.05940755314946	3.66595977827169e-05	0.00249537936878172
"ENSG00000180233.10"	7.55101720331027	2.26871592917334	3.71969408235018e-05	0.00252889781374081
"ENSG00000240024.5"	-4.35408747261818	2.75796523563783	3.72552859998263e-05	0.00252980918551052
"ENSG00000213801.4"	-5.22666582513471	2.72743659836512	3.73423992762745e-05	0.00253266949693894
"ENSG00000160336.14"	-3.35361811893548	4.28386463202977	3.75831546859671e-05	0.00254593083843219
"ENSG00000105855.9"	-7.24860360886555	2.14389157046929	3.78745746153894e-05	0.00256249675166641
"ENSG00000132698.14"	-4.40361115922993	3.29941268587171	3.79187429012154e-05	0.00256249675166641
"ENSG00000188015.9"	-7.88002998715553	2.66162239580003	3.83918885328387e-05	0.0025885603067932
"ENSG00000197601.12"	-7.50620460653307	2.34823946683564	3.83963877599759e-05	0.0025885603067932
"ENSG00000167562.12"	-4.19353348378828	3.10241537986312	3.85617024599588e-05	0.00259659559399337
"ENSG00000103150.5"	7.43703378010614	2.17125020559288	3.86719561756595e-05	0.0025998981617759
"ENSG00000159423.16"	7.30168553743524	2.0532718451756	3.87031186749365e-05	0.0025998981617759
"ENSG00000132915.10"	-7.80561140957351	2.59796678142809	3.92868329191936e-05	0.00263596386831963
"ENSG00000121769.7"	-4.40699568476583	3.96050507774835	3.93428355395461e-05	0.00263657885836627
"ENSG00000145545.11"	5.55104056981261	2.38571477676762	3.96332621278421e-05	0.00265288373955127
"ENSG00000116157.5"	-5.94933787814339	3.34274463644867	4.00935666105537e-05	0.00268050729834667
"ENSG00000148584.14"	3.35129401443211	8.43392586487468	4.03622550450385e-05	0.00269526977847017
"ENSG00000107104.18"	3.53434235555103	3.84308343109055	4.1029294619181e-05	0.0027365664478644
"ENSG00000159217.9"	-3.76846637504611	3.38970097921044	4.14912411929977e-05	0.00276410229642298
"ENSG00000163638.13"	-7.19233795856208	2.09690431021358	4.23511658779822e-05	0.00281675011892934
"ENSG00000180914.10"	-7.75381366989511	2.55392851622917	4.2396188382471e-05	0.00281675011892934
"ENSG00000154813.9"	-2.63153535449708	7.7592257242281	4.24316362754176e-05	0.00281675011892934
"ENSG00000144118.13"	-2.55146214512804	5.25028554331598	4.31279576996131e-05	0.00285838192063345
"ENSG00000247627.2"	2.99615789299725	6.29222700890403	4.31603331238064e-05	0.00285838192063345
"ENSG00000235903.7"	5.28482270461454	2.08738820842477	4.34859958531806e-05	0.00287656541076745
"ENSG00000161267.11"	4.87798546279225	5.06270701339649	4.497387848166e-05	0.00297149594057287
"ENSG00000125845.6"	-5.10764083253855	2.62766121172865	4.50619013105932e-05	0.00297382134874235
"ENSG00000128595.16"	-2.67669849606075	8.3050511477352	4.5308327639167e-05	0.00298658277258973
"ENSG00000135929.8"	4.18442786153731	4.15708673842484	4.65994185209568e-05	0.00306809481497102
"ENSG00000260257.2"	-4.47870196303124	2.87213270622229	4.80407975401672e-05	0.00315685984226355
"ENSG00000136738.14"	-2.74882948369586	5.04380288861507	4.80597744803059e-05	0.00315685984226355
"ENSG00000069509.5"	-3.02080909468035	5.46729753707408	4.81876756599386e-05	0.00316157205818755
"ENSG00000213281.4"	-2.4582260003968	6.18753509872126	4.88278499222476e-05	0.00319984418588252
"ENSG00000113552.15"	-2.63726149393705	5.1794559273143	4.90788394870389e-05	0.00321255245493475
"ENSG00000179023.8"	7.41569564719005	2.15023663082518	4.95170991156713e-05	0.0032345558860879
"ENSG00000101608.12"	-2.77346861133432	9.44611994293738	4.95939407832954e-05	0.0032345558860879
"ENSG00000116285.12"	2.5168326336562	5.25415487318595	4.96352267677715e-05	0.0032345558860879
"ENSG00000256043.2"	3.70164716726834	3.55808885117641	4.96448276975814e-05	0.0032345558860879
"ENSG00000162817.6"	5.4939074008196	2.97859715964123	4.99096293199922e-05	0.00324804943735297
"ENSG00000100439.10"	-2.96433743821121	4.59716982407441	5.0126269557418e-05	0.00325838116881724
"ENSG00000148218.15"	4.21087325092873	4.58908916359232	5.02419315044734e-05	0.00326212017182782
"ENSG00000072364.12"	2.66223564050879	5.91970443786788	5.02996875125957e-05	0.00326212017182782
"ENSG00000100234.11"	-3.12379900592753	3.96772903670187	5.12178164633294e-05	0.00331784182067917
"ENSG00000143622.10"	-3.23261026861516	4.94753725242036	5.27518388577801e-05	0.00341328651128853
"ENSG00000227544.8"	-7.34179882588922	2.21372111571539	5.34737100831235e-05	0.00345428695752766
"ENSG00000159712.10"	-3.3010257200727	4.11498078945575	5.35082199734269e-05	0.00345428695752766
"ENSG00000204580.13"	-7.45313544736798	2.31588589630901	5.36585989276398e-05	0.00346002692947723
"ENSG00000168032.8"	-7.14940275787191	2.06156369728013	5.40817305854444e-05	0.0034833213499387
"ENSG00000075643.5"	4.3760788931484	2.56627845179396	5.46827190814536e-05	0.00351800492028831
"ENSG00000114744.8"	-2.63038433357929	5.48745129082324	5.47915344127005e-05	0.00352098156015314
"ENSG00000079950.13"	-2.76267922877485	4.43216681046038	5.51654091635017e-05	0.00353763131621319
"ENSG00000107736.19"	7.43436351919436	2.16929053551753	5.51763149172221e-05	0.00353763131621319
"ENSG00000124422.11"	-3.43999554702382	3.32767510435542	5.63072534935366e-05	0.00360419079601911
"ENSG00000139372.14"	-2.59697023140838	5.31309607995331	5.64052631807734e-05	0.00360419079601911
"ENSG00000108515.17"	4.07908538748753	4.32947466938297	5.64065175295833e-05	0.00360419079601911
"ENSG00000269386.5"	3.77912129134364	4.44126621320298	5.70251901412407e-05	0.0036395907353978
"ENSG00000158874.11"	3.27884600829922	14.6757358804033	5.76206628212607e-05	0.00367343145209199
"ENSG00000213626.11"	-4.33393403072133	2.74051397909155	5.83120888207883e-05	0.00371330590043963
"ENSG00000172216.5"	2.79830940658257	4.13787297449568	5.84147709858458e-05	0.0037156414724364
"ENSG00000122884.12"	-3.31816145866813	6.17649153169112	5.85128507944329e-05	0.00371767935640069
"ENSG00000121858.10"	4.43266095412882	6.03336340987886	5.86293553333383e-05	0.00372088196142008
"ENSG00000054938.15"	9.03912202592914	3.65050466394123	5.89345845487949e-05	0.00373604118018616
"ENSG00000164411.11"	-7.36254664200927	2.24044339799263	5.91347080588342e-05	0.0037445108219977
"ENSG00000108423.14"	-5.04293712196074	2.5640157839498	5.94725297132578e-05	0.0037616709158971
"ENSG00000168237.17"	7.59760331472005	2.31378951951738	5.97491571377564e-05	0.0037749262657191
"ENSG00000212907.2"	2.64153917723239	9.99124469662178	5.98941870940439e-05	0.00377984694404149
"ENSG00000143179.14"	-3.43660974624757	4.74308914479064	6.00950321927519e-05	0.00378827508088083
"ENSG00000163686.14"	3.34686183867372	3.55121219219236	6.07513216338971e-05	0.00382536258247983
"ENSG00000166562.8"	2.57841098397159	7.33525837052809	6.15725181493273e-05	0.00387273940131853
"ENSG00000163131.10"	3.52315860198089	4.1448917660276	6.248419552945e-05	0.00392569511042336
"ENSG00000135447.16"	3.7514382373422	2.86330788651454	6.25700720048148e-05	0.00392670798591643
"ENSG00000120708.16"	3.63605258241927	4.7106917776096	6.30475076007689e-05	0.00395226430442103
"ENSG00000141682.11"	-3.883532376132	2.83968256426305	6.32100437099189e-05	0.00395654856258203
"ENSG00000110002.15"	-3.28722907957708	3.72430791050005	6.33219006929107e-05	0.00395654856258203
"ENSG00000205420.10"	-5.79171788286237	3.20157505688652	6.33267058939195e-05	0.00395654856258203
"ENSG00000137563.11"	2.46820846567992	5.60733034088388	6.38316195016601e-05	0.00398367334435361
"ENSG00000256073.3"	5.39200380105316	2.17447367162141	6.49354788179491e-05	0.00404807631129436
"ENSG00000078237.6"	-3.41294478190056	3.97073240324676	6.7907769087923e-05	0.00422868589078147
"ENSG00000166347.18"	3.22618274084159	10.2169988660381	6.88229123937356e-05	0.00427966525644608
"ENSG00000203780.10"	-7.23376067964947	2.12666798616677	6.88784879530342e-05	0.00427966525644608
"ENSG00000154188.9"	-8.4474144490849	3.15850760551528	6.91881891266757e-05	0.00429416839085772
"ENSG00000049656.13"	3.81264377943584	4.38423952191247	6.96383585588666e-05	0.00431734814796727
"ENSG00000187955.11"	-7.53608917833772	2.37052734976289	6.99165729727256e-05	0.0043225500925241
"ENSG00000163209.14"	-7.53608917833772	2.37052734976289	6.99165729727256e-05	0.0043225500925241
"ENSG00000143546.9"	7.63966926668582	2.34639241813949	6.99526252693844e-05	0.0043225500925241
"ENSG00000188582.8"	7.15187165929596	1.92489494496867	7.07769414468188e-05	0.0043686911895458
"ENSG00000182329.12"	5.54899172463899	3.02602227305126	7.115752735705e-05	0.00438737205641886
"ENSG00000112769.18"	9.12888903663937	3.74346646633944	7.24049643897473e-05	0.00445940116016635
"ENSG00000254235.5"	8.02958131045549	2.7054734516439	7.31057939696612e-05	0.00449764421850725
"ENSG00000081052.11"	-7.97055780487979	2.7615355845447	7.31962006750138e-05	0.0044982900923565
"ENSG00000181885.18"	-3.08819380458641	4.05154972800603	7.35786553806199e-05	0.00451686286514857
"ENSG00000169019.10"	-3.02108252310132	3.77108287484694	7.37524907059835e-05	0.00452260235219165
"ENSG00000114200.9"	3.67184629895794	5.12412670415728	7.43333176282907e-05	0.00455325946599496
"ENSG00000163735.6"	-5.09155697579427	2.60562352262588	7.44677427385361e-05	0.00455653548041349
"ENSG00000164176.12"	-5.75835198598148	3.9949851756687	7.48696370540224e-05	0.00457615252842789
"ENSG00000144908.13"	7.70817281082758	2.41303928009574	7.50913328271911e-05	0.00458472494451309
"ENSG00000006468.13"	5.60419353934887	2.43576401213949	7.61786409936464e-05	0.00464607176322355
"ENSG00000134769.21"	-3.04485215614299	3.79532412849079	7.64426134327304e-05	0.0046571255822172
"ENSG00000206557.5"	-4.21414065461845	2.64165011899879	7.6543925734817e-05	0.004658256444746
"ENSG00000144035.3"	5.66916572937709	4.17256074475251	7.6804663930719e-05	0.00466698821342982
"ENSG00000135437.9"	3.40488287831969	3.20498190406548	7.68532157435107e-05	0.00466698821342982
"ENSG00000198695.2"	2.52333997743378	9.60558686900993	7.69392319423297e-05	0.00466703091923131
"ENSG00000156535.13"	-7.28195665007712	2.16460670886105	7.70816521049301e-05	0.00466703091923131
"ENSG00000143162.7"	2.77757384261636	4.33142086016196	7.71026371819785e-05	0.00466703091923131
"ENSG00000205629.11"	-3.20076410000687	3.65642655895318	7.72120960926432e-05	0.00466863643968116
"ENSG00000004799.7"	6.35138241274894	3.0266371112081	7.74266638238864e-05	0.00467658711012665
"ENSG00000110660.14"	-7.14627303590346	2.06223450198181	7.77351930896061e-05	0.00469018995133247
"ENSG00000230989.6"	-2.58440929256642	9.25564512421528	7.79495812300548e-05	0.00469808969612792
"ENSG00000162368.13"	2.83161681105079	5.8052679172425	7.92701435271071e-05	0.00477257132574486
"ENSG00000010610.9"	5.06310460402462	1.90372551065368	8.02498168091489e-05	0.0048263920273904
"ENSG00000122194.18"	3.97459667793581	7.12623436372768	8.04583143367708e-05	0.00483376722407667
"ENSG00000196136.17"	4.13924295140135	11.4386485738572	8.06811425064315e-05	0.0048419867325315
"ENSG00000233593.8"	7.63374270906959	2.34643840681905	8.086383586029e-05	0.00484778265397583
"ENSG00000114115.9"	-3.5802690152661	3.4394045569644	8.15213117389203e-05	0.00488199915076494
"ENSG00000188171.15"	-4.11905589200329	3.90068315513931	8.20620781486501e-05	0.00490916106824863
"ENSG00000197312.11"	3.37924332639691	4.18251944204338	8.37579603754182e-05	0.00500529391020533
"ENSG00000106526.10"	4.37579031100851	2.51489383010674	8.47619176631096e-05	0.00505991795441085
"ENSG00000160180.15"	-4.66602737726979	3.03753451377883	8.5975977973194e-05	0.00512212581414174
"ENSG00000119711.12"	3.14539615397735	7.46597843574311	8.59859821712103e-05	0.00512212581414174
